q35_%dr,q35_%dd,q35_%dp,q35_%dc,q35_%dtotal,Col006
12011,Senate,None,Unaffiliated,Floyd Ray Frazier,1448
12011,Senate,None,Unaffiliated,Belinda Noah,2266
12011,Senate,None,Unaffiliated,Brian Moore,1705
12011,Senate,None,Unaffiliated,Roy Tanner,1568
12011,Senate,None,Write-in/Scattering,Lawrence Scott,3
12011,Senate,None,Write-in/Scattering,Bernard Senter,1
12011,House,17,Democratic,Kendrick B. Meek,22651
12011,House,17,Write-in/Scattering,Eric Simpson,11
12011,House,21,Republican,Lincoln Diaz-Balart,9396
12011,House,21,Democratic,Frank J. Gonzalez,12302
12011,House,22,Republican,Clay Shaw,40459
12011,House,22,Democratic,Ron Klein,44029
12011,House,22,Unaffiliated,Neil Evangelista,1827
12013,Senate,None,Republican,Katherine Harris,1146
12013,Senate,None,Democratic,Bill Nelson,2207
12013,Senate,None,Unaffiliated,Floyd Ray Frazier,15
12013,Senate,None,Unaffiliated,Belinda Noah,20
12013,Senate,None,Unaffiliated,Brian Moore,12
12013,Senate,None,Unaffiliated,Roy Tanner,15
12013,Senate,None,Write-in/Scattering,Lawrence Scott,0
12013,Senate,None,Write-in/Scattering,Bernard Senter,0
12015,Senate,None,Republican,Katherine Harris,22836
12015,Senate,None,Democratic,Bill Nelson,31192
12015,Senate,None,Unaffiliated,Floyd Ray Frazier,240
12015,Senate,None,Unaffiliated,Belinda Noah,338
12015,Senate,None,Unaffiliated,Brian Moore,222
12015,Senate,None,Unaffiliated,Roy Tanner,199
12015,House,13,Republican,Vern Buchanan,4460
12015,House,13,Democratic,Christine Jennings,4277
12015,House,14,Republican,Connie Mack,6305
12015,House,14,Democratic,Robert M. Neeld,3957
12015,House,16,Republican,Joe Negron,17348
12015,House,16,Democratic,Tim Mahoney,17309
12015,House,16,Unaffiliated,Emmie Ross,1026
12015,Senate,None,Write-in/Scattering,Lawrence Scott,0
12015,Senate,None,Write-in/Scattering,Bernard Senter,0
12015,House,14,Write-in/Scattering,Dan,0
12015,House,14,Write-in/Scattering,Richard Grayson,0
12017,Senate,None,Republican,Katherine Harris,20332
12017,Senate,None,Democratic,Bill Nelson,29741
12017,Senate,None,Unaffiliated,Floyd Ray Frazier,289
12017,Senate,None,Unaffiliated,Belinda Noah,423
12017,Senate,None,Unaffiliated,Brian Moore,380
12017,Senate,None,Unaffiliated,Roy Tanner,274
12017,House,5,Republican,Virginia 'Ginny' Brown-Waite,30036
12017,House,5,Democratic,John Russell,20971
12017,Senate,None,Write-in/Scattering,Lawrence Scott,2
12017,Senate,None,Write-in/Scattering,Bernard Senter,0
12019,Senate,None,Republican,Katherine Harris,30697
12019,Senate,None,Democratic,Bill Nelson,19871
12019,Senate,None,Unaffiliated,Floyd Ray Frazier,142
12019,Senate,None,Unaffiliated,Belinda Noah,340
12019,Senate,None,Unaffiliated,Brian Moore,169
12019,Senate,None,Unaffiliated,Roy Tanner,154
12019,House,6,Republican,Clifford B. Stearns,33620
12019,House,6,Democratic,David E. Bruderly,11717
12019,Senate,None,Write-in/Scattering,Lawrence Scott,0
12019,Senate,None,Write-in/Scattering,Bernard Senter,0
12021,Senate,None,Republican,Katherine Harris,44988
12021,Senate,None,Democratic,Bill Nelson,39741
12021,Senate,None,Unaffiliated,Floyd Ray Frazier,289
12021,Senate,None,Unaffiliated,Belinda Noah,452
12021,Senate,None,Unaffiliated,Brian Moore,310
12021,Senate,None,Unaffiliated,Roy Tanner,312
12021,Senate,None,Write-in/Scattering,Lawrence Scott,1
12021,Senate,None,Write-in/Scattering,Bernard Senter,0
12021,House,14,Republican,Connie Mack,52145
12021,House,14,Democratic,Robert M. Neeld,20256
12021,House,25,Republican,Mario Diaz-Balart,8181
12021,House,25,Democratic,Michael Calderin,5176
12021,House,14,Write-in/Scattering,Dan,1
12021,House,14,Write-in/Scattering,Richard Grayson,0
12023,Senate,None,Republican,Katherine Harris,7393
12023,Senate,None,Democratic,Bill Nelson,7965
12023,Senate,None,Unaffiliated,Floyd Ray Frazier,48
12023,Senate,None,Unaffiliated,Belinda Noah,84
12023,Senate,None,Unaffiliated,Brian Moore,53
12023,Senate,None,Unaffiliated,Roy Tanner,56
12023,House,4,Republican,Ander Crenshaw,9844
12023,House,4,Democratic,Robert J. Harms,5396
12023,Senate,None,Write-in/Scattering,Lawrence Scott,0
12023,Senate,None,Write-in/Scattering,Bernard Senter,0
12023,House,4,Write-in/Scattering,John Blade,0
12027,Senate,None,Republican,Katherine Harris,2869
12027,Senate,None,Democratic,Bill Nelson,3656
12027,Senate,None,Unaffiliated,Floyd Ray Frazier,19
12027,Senate,None,Unaffiliated,Belinda Noah,34
12027,Senate,None,Unaffiliated,Brian Moore,19
12027,Senate,None,Unaffiliated,Roy Tanner,16
12027,House,13,Republican,Vern Buchanan,3471
12027,House,13,Democratic,Christine Jennings,3058
12027,Senate,None,Write-in/Scattering,Lawrence Scott,0
12027,Senate,None,Write-in/Scattering,Bernard Senter,0
12029,Senate,None,Republican,Katherine Harris,2030
12029,Senate,None,Democratic,Bill Nelson,2802
12029,Senate,None,Unaffiliated,Floyd Ray Frazier,28
12029,Senate,None,Unaffiliated,Belinda Noah,47
12029,Senate,None,Unaffiliated,Brian Moore,36
12029,Senate,None,Unaffiliated,Roy Tanner,49
12029,Senate,None,Write-in/Scattering,Lawrence Scott,0
12029,Senate,None,Write-in/Scattering,Bernard Senter,0
12031,Senate,None,Republican,Katherine Harris,101107
12031,Senate,None,Democratic,Bill Nelson,120044
12031,Senate,None,Unaffiliated,Floyd Ray Frazier,597
12031,Senate,None,Unaffiliated,Belinda Noah,1184
12031,Senate,None,Unaffiliated,Brian Moore,600
12031,Senate,None,Unaffiliated,Roy Tanner,582
12031,House,4,Republican,Ander Crenshaw,100839
12031,House,4,Democratic,Robert J. Harms,38823
12031,House,6,Republican,Clifford Stearns,17828
12031,House,6,Democratic,David E. Bruderly,9177
12031,Senate,None,Write-in/Scattering,Lawrence Scott,3
12031,Senate,None,Write-in/Scattering,Bernard Senter,1
12031,House,4,Write-in/Scattering,John Blade,11
12033,Senate,None,Republican,Katherine Harris,42573
12033,Senate,None,Democratic,Bill Nelson,42964
12033,Senate,None,Unaffiliated,Floyd Ray Frazier,215
12033,Senate,None,Unaffiliated,Belinda Noah,444
12033,Senate,None,Unaffiliated,Brian Moore,307
12033,Senate,None,Unaffiliated,Roy Tanner,387
12033,Senate,None,Write-in/Scattering,Lawrence Scott,0
12033,Senate,None,Write-in/Scattering,Bernard Senter,0
12033,House,1,Republican,Jeff Miller,54366
12033,House,1,Democratic,Joe Roberts,31997
12035,Senate,None,Republican,Katherine Harris,11278
12035,Senate,None,Democratic,Bill Nelson,17957
12035,Senate,None,Unaffiliated,Floyd Ray Frazier,70
12035,Senate,None,Unaffiliated,Belinda Noah,116
12035,Senate,None,Unaffiliated,Brian Moore,94
12035,Senate,None,Unaffiliated,Roy Tanner,97
12035,Senate,None,Write-in/Scattering,Lawrence Scott,1
12035,Senate,None,Write-in/Scattering,Bernard Senter,0
12035,House,7,Republican,John L. Mica,16745
12035,House,7,Democratic,John F. Chagnon,12438
12037,Senate,None,Republican,Katherine Harris,1349
12037,Senate,None,Democratic,Bill Nelson,2529
12037,Senate,None,Unaffiliated,Floyd Ray Frazier,24
12037,Senate,None,Unaffiliated,Belinda Noah,12
12037,Senate,None,Unaffiliated,Brian Moore,13
12037,Senate,None,Unaffiliated,Roy Tanner,16
12037,Senate,None,Write-in/Scattering,Lawrence Scott,0
12037,Senate,None,Write-in/Scattering,Bernard Senter,0
12039,Senate,None,Republican,Katherine Harris,2527
12039,Senate,None,Democratic,Bill Nelson,11320
12039,Senate,None,Unaffiliated,Floyd Ray Frazier,32
12039,Senate,None,Unaffiliated,Belinda Noah,43
12039,Senate,None,Unaffiliated,Brian Moore,57
12039,Senate,None,Unaffiliated,Roy Tanner,26
12039,Senate,None,Write-in/Scattering,Lawrence Scott,0
12039,Senate,0,Write-in/Scattering,Bernard Senter,None
12041,Senate,None,Republican,Katherine Harris,2338
12041,Senate,None,Democratic,Bill Nelson,2843
12041,Senate,None,Unaffiliated,Floyd Ray Frazier,37
12041,Senate,None,Unaffiliated,Belinda Noah,44
12041,Senate,None,Unaffiliated,Brian Moore,29
12041,Senate,None,Unaffiliated,Roy Tanner,16
12041,Senate,None,Write-in/Scattering,Lawrence Scott,0
12041,Senate,None,Write-in/Scattering,Bernard Senter,0
12041,House,6,Republican,Clifford (Cliff) B. Stearns,3188
12041,House,6,Democratic,David E. Bruderly,1916
12043,Senate,None,Republican,Katherine Harris,1081
12043,Senate,None,Democratic,Bill Nelson,1826
12043,Senate,None,Unaffiliated,Floyd Ray Frazier,8
12043,Senate,None,Unaffiliated,Belinda Noah,18
12043,Senate,None,Unaffiliated,Brian Moore,11
12043,Senate,None,Unaffiliated,Roy Tanner,8
12043,Senate,None,Write-in/Scattering,Lawrence Scott,1
12043,Senate,None,Write-in/Scattering,Bernard Senter,0
12043,House,16,Republican,Joe Negron,1249
12043,House,16,Democratic,Tim Mahoney,1554
12043,House,16,Unaffiliated,Emmie Ross,122
12045,Senate,None,Republican,Katherine Harris,1898
12045,Senate,None,Democratic,Bill Nelson,2916
12045,Senate,None,Unaffiliated,Floyd Ray Frazier,17
12045,Senate,None,Unaffiliated,Belinda Noah,12
12045,Senate,None,Unaffiliated,Brian Moore,19
12045,Senate,None,Unaffiliated,Roy Tanner,13
12045,Senate,None,Write-in/Scattering,Lawrence Scott,0
12045,Senate,None,Write-in/Scattering,Bernard Senter,0
12047,Senate,None,Republican,Katherine Harris,1241
12047,Senate,None,Democratic,Bill Nelson,2187
12047,Senate,None,Unaffiliated,Floyd Ray Frazier,13
12047,Senate,None,Unaffiliated,Belinda Noah,29
12047,Senate,None,Unaffiliated,Brian Moore,12
12047,Senate,None,Unaffiliated,Roy Tanner,28
12047,House,4,Republican,Ander Crenshaw,1744
12047,House,4,Democratic,Robert J. Harms,1640
12047,Senate,None,Write-in/Scattering,Lawrence Scott,0
12047,Senate,None,Write-in/Scattering,Bernard Senter,0
12047,House,4,Write-in/Scattering,John Blade,0
12049,Senate,None,Republican,Katherine Harris,2157
12049,Senate,None,Democratic,Bill Nelson,2328
12049,Senate,None,Unaffiliated,Floyd Ray Frazier,18
12049,Senate,None,Unaffiliated,Belinda Noah,17
12049,Senate,None,Unaffiliated,Brian Moore,7
12049,Senate,None,Unaffiliated,Roy Tanner,9
12049,Senate,None,Write-in/Scattering,Lawrence Scott,0
12049,Senate,None,Write-in/Scattering,Bernard Senter,0
12049,House,13,Republican,Vern Buchanan,2629
12049,House,13,Democratic,Christine Jennings,1686
12051,Senate,None,Republican,Katherine Harris,2230
12051,Senate,None,Democratic,Bill Nelson,3096
12051,Senate,None,Unaffiliated,Floyd Ray Frazier,14
12051,Senate,None,Unaffiliated,Belinda Noah,38
12051,Senate,None,Unaffiliated,Brian Moore,22
12051,Senate,None,Unaffiliated,Roy Tanner,19
12051,Senate,None,Write-in/Scattering,Lawrence Scott,0
12051,Senate,None,Write-in/Scattering,Bernard Senter,0
12051,House,16,Republican,Joe Negron,2337
12051,House,16,Democratic,Tim Mahoney,1955
12051,House,16,Unaffiliated,Emmie Ross,160
12053,Senate,None,Republican,Katherine Harris,20975
12053,Senate,None,Democratic,Bill Nelson,34316
12053,Senate,None,Unaffiliated,Floyd Ray Frazier,278
12053,Senate,None,Unaffiliated,Belinda Noah,355
12053,Senate,None,Unaffiliated,Brian Moore,498
12053,Senate,None,Unaffiliated,Roy Tanner,192
12053,House,5,Republican,Virginia 'Ginny' Brown-Waite,31772
12053,House,5,Democratic,John Russell,24584
12053,Senate,None,Write-in/Scattering,Lawrence Scott,12
12053,Senate,None,Write-in/Scattering,Bernard Senter,0
12055,Senate,None,Republican,Katherine Harris,13053
12055,Senate,None,Democratic,Bill Nelson,16710
12055,Senate,None,Unaffiliated,Floyd Ray Frazier,111
12055,Senate,None,Unaffiliated,Belinda Noah,149
12055,Senate,None,Unaffiliated,Brian Moore,107
12055,Senate,None,Unaffiliated,Roy Tanner,111
12055,House,16,Republican,Joe Negron,14581
12055,House,16,Democratic,Tim Mahoney ,14248
12055,House,16,Unaffiliated,Emmie Ross,1050
12055,Senate,None,Write-in/Scattering,Lawrence Scott,0
12055,Senate,None,Write-in/Scattering,Bernard Senter,0
12057,Senate,None,Republican,Katherine Harris,105813
12057,Senate,None,Democratic,Bill Nelson,176114
12057,Senate,None,Unaffiliated,Floyd Ray Frazier,1120
12057,Senate,None,Unaffiliated,Belinda Noah,1588
12057,Senate,None,Unaffiliated,Brian Moore,1381
12057,Senate,None,Unaffiliated,Roy Tanner,838
12057,House,9,Republican,Gus Michael Bilirakis,55519
12057,House,9,Democratic,Phyllis Busansky,38204
12057,House,11,Republican,"Eddie Adams, Jr",39378
12057,House,11,Democratic,Kathy Castor,81597
12057,House,12,Republican,Adam H. Putnam,46030
12057,House,12,Unaffiliated,Joe Viscusi,9635
12057,House,12,Unaffiliated,Ed Bowlin,7442
12057,Senate,None,Write-in/Scattering,Lawrence Scott,11
12057,Senate,None,Write-in/Scattering,Bernard Senter,3
12057,House,9,Write-in/Scattering,Andrew Pasayan,10
12057,House,11,Write-in/Scattering,Jim Greenwald,13
12057,House,11,Write-in/Scattering,R. J. Spencer,5
12059,Senate,None,Republican,Katherine Harris,2700
12059,Senate,None,Democratic,Bill Nelson,2641
12059,Senate,None,Unaffiliated,Floyd Ray Frazier,20
12059,Senate,None,Unaffiliated,Belinda Noah,31
12059,Senate,None,Unaffiliated,Brian Moore,22
12059,Senate,None,Unaffiliated,Roy Tanner,28
12059,Senate,None,Write-in/Scattering,Lawrence Scott,0
12059,Senate,None,Write-in/Scattering,Bernard Senter,0
12059,House,1,Republican,Jeff Miller,3383
12059,House,1,Democratic,Joe Roberts,1966
12061,Senate,None,Republican,Katherine Harris,18696
12061,Senate,None,Democratic,Bill Nelson,23704
12061,Senate,None,Unaffiliated,Floyd Ray Frazier,152
12061,Senate,None,Unaffiliated,Belinda Noah,174
12061,Senate,None,Unaffiliated,Brian Moore,161
12061,Senate,None,Unaffiliated,Roy Tanner,106
12061,Senate,None,Write-in/Scattering,Lawrence Scott,1
12061,Senate,None,Write-in/Scattering,Bernard Senter,0
12061,House,15,Republican,Dave Weldon,25714
12061,House,15,Democratic,Bob Bowman,16276
12063,Senate,None,Republican,Katherine Harris,4866
12063,Senate,None,Democratic,Bill Nelson,7994
12063,Senate,None,Unaffiliated,Floyd Ray Frazier,28
12063,Senate,None,Unaffiliated,Belinda Noah,51
12063,Senate,None,Unaffiliated,Brian Moore,39
12063,Senate,None,Unaffiliated,Roy Tanner,67
12063,Senate,None,Write-in/Scattering,Lawrence Scott,0
12063,Senate,None,Write-in/Scattering,Bernard Senter,0
12065,Senate,None,Republican,Katherine Harris,1485
12065,Senate,None,Democratic,Bill Nelson,4438
12065,Senate,None,Unaffiliated,Floyd Ray Frazier,20
12065,Senate,None,Unaffiliated,Belinda Noah,20
12065,Senate,None,Unaffiliated,Brian Moore,19
12065,Senate,None,Unaffiliated,Roy Tanner,15
12065,Senate,None,Write-in/Scattering,Lawrence Scott,1
12065,Senate,None,Write-in/Scattering,Bernard Senter,0
12065,House,4,Republican,Ander Crenshaw,995
12065,House,4,Democratic,Robert J. Harms,1589
12065,House,4,Write-in/Scattering,John Blade,0
12067,Senate,None,Republican,Katherine Harris,894
12067,Senate,None,Democratic,Bill Nelson,1247
12067,Senate,None,Unaffiliated,Floyd Ray Frazier,9
12067,Senate,None,Unaffiliated,Belinda Noah,10
12067,Senate,None,Unaffiliated,Brian Moore,5
12067,Senate,None,Unaffiliated,Roy Tanner,12
12067,Senate,None,Write-in/Scattering,Lawrence Scott,0
12067,Senate,None,Write-in/Scattering,Bernard Senter,0
12069,Senate,None,Republican,Katherine Harris,36773
12069,Senate,None,Democratic,Bill Nelson,47749
12069,Senate,None,Unaffiliated,Floyd Ray Frazier,317
12069,Senate,None,Unaffiliated,Belinda Noah,427
12069,Senate,None,Unaffiliated,Brian Moore,312
12069,Senate,None,Unaffiliated,Roy Tanner,354
12069,Senate,None,Write-in/Scattering,Lawrence Scott,0
12069,Senate,None,Write-in/Scattering,Bernard Senter,0
12069,House,5,Republican,Virginia 'Ginny' Brown-Waite,22110
12069,House,5,Democratic,John Russell,13678
12069,House,6,Republican,Clifford (Cliff) B. Stearns,9589
12069,House,6,Democratic,David E. Bruderly,5923
12069,House,8,Republican,Ric Keller,15380
12069,House,8,Democratic,Charlie Stuart,9773
12069,House,8,Unaffiliated,Wes Hoaglund,376
12069,House,8,Write-in/Scattering,Clay O. Hill,0
12069,House,8,Write-in/Scattering,D. J. Mauro,13
12069,House,8,Write-in/Scattering,Larry Sapp,0
12071,Senate,None,Republican,Katherine Harris,69955
12071,Senate,None,Democratic,Bill Nelson,80749
12071,Senate,None,Unaffiliated,Floyd Ray Frazier,676
12071,Senate,None,Unaffiliated,Belinda Noah,887
12071,Senate,None,Unaffiliated,Brian Moore,683
12071,Senate,None,Unaffiliated,Roy Tanner,497
12071,Senate,None,Write-in/Scattering,Lawrence Scott,0
12071,Senate,None,Write-in/Scattering,Bernard Senter,0
12071,House,14,Republican,Connie Mack,93165
12071,House,14,Democratic,Robert M. Neeld,59707
12071,House,14,Write-in/Scattering,Dan,0
12071,House,14,Write-in/Scattering,Richard Grayson,3
12073,Senate,None,Republican,Katherine Harris,21959
12073,Senate,None,Democratic,Bill Nelson,66776
12073,Senate,None,Unaffiliated,Floyd Ray Frazier,239
12073,Senate,None,Unaffiliated,Belinda Noah,432
12073,Senate,None,Unaffiliated,Brian Moore,363
12073,Senate,None,Unaffiliated,Roy Tanner,174
12073,Senate,None,Write-in/Scattering,Lawrence Scott,0
12073,Senate,None,Write-in/Scattering,Bernard Senter,1
12073,House,4,Republican,Ander Crenshaw,2319
12073,House,4,Democratic,Robert J. Harms,3248
12073,House,4,Write-in/Scattering,John Blade,0
12075,Senate,None,Republican,Katherine Harris,4848
12075,Senate,None,Democratic,Bill Nelson,6298
12075,Senate,None,Unaffiliated,Floyd Ray Frazier,31
12075,Senate,None,Unaffiliated,Belinda Noah,72
12075,Senate,None,Unaffiliated,Brian Moore,49
12075,Senate,None,Unaffiliated,Roy Tanner,34
12075,Senate,None,Write-in/Scattering,Lawrence Scott,0
12075,Senate,None,Write-in/Scattering,Bernard Senter,0
12075,House,5,Republican,Virginia 'Ginny' Brown-Waite,5164
12075,House,5,Democratic,John Russell,3660
12075,House,6,Republican,Clifford (Cliff) B. Stearns,1341
12075,House,6,Democratic,David E. Bruderly,1021
12077,Senate,None,Republican,Katherine Harris,549
12077,Senate,None,Democratic,Bill Nelson,1243
12077,Senate,None,Unaffiliated,Floyd Ray Frazier,0
12077,Senate,None,Unaffiliated,Belinda Noah,8
12077,Senate,None,Unaffiliated,Brian Moore,3
12077,Senate,None,Unaffiliated,Roy Tanner,8
12077,Senate,None,Write-in/Scattering,Lawrence Scott,0
12077,Senate,None,Write-in/Scattering,Bernard Senter,0
12079,Senate,None,Republican,Katherine Harris,1769
12079,Senate,None,Democratic,Bill Nelson,4040
12079,Senate,None,Unaffiliated,Floyd Ray Frazier,21
12079,Senate,None,Unaffiliated,Belinda Noah,18
12079,Senate,None,Unaffiliated,Brian Moore,37
12079,Senate,None,Unaffiliated,Roy Tanner,25
12079,Senate,None,Write-in/Scattering,Lawrence Scott,0
12079,Senate,None,Write-in/Scattering,Bernard Senter,0
12079,House,4,Republican,Ander Crenshaw,2850
12079,House,4,Democratic,Robert J. Harms,2883
12079,House,4,Write-in/Scattering,John Blade,1
12081,Senate,None,Republican,Katherine Harris,42713
12081,Senate,None,Democratic,Bill Nelson,55168
12081,Senate,None,Unaffiliated,Floyd Ray Frazier,344
